Month,Day,Hour,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
January,30,12,11.287506,9.912506,11.037506,7.912506,8.037506,10.315826,5.350006,3.600006,12.162506,8.850006,7.225006,8.475006,11.287506,6.475006,11.162506,9.475006,10.350006,8.475006,7.162506,12.787506,15.725006,12.287506,9.850006,14.975006
January,30,13,11.100006,9.850006,10.850006,7.725006,8.100006,10.354248,5.287506,3.475006,12.037506,9.162506,7.100006,8.537506,10.662506,6.412506,10.350006,9.287506,10.350006,8.662506,6.725006,12.787506,15.662506,12.225006,9.787506,14.912506
January,30,14,10.975006,10.037506,10.725006,7.662506,7.725006,10.419586,5.350006,3.350006,11.975006,9.287506,6.975006,8.412506,10.537506,6.162506,10.350006,9.412506,10.037506,8.725006,6.850006,12.975006,15.600006,12.037506,9.787506,14.662506
January,30,15,10.912506,11.537506,10.350006,8.662506,9.537506,12.132111,6.912506,5.162506,12.100006,10.975006,6.725006,8.725006,10.850006,6.912506,9.662506,9.662506,10.475006,8.412506,6.850006,13.037506,15.662506,12.475006,9.350006,14.600006
January,30,16,12.475006,11.662506,12.287506,10.850006,10.600006,12.184479,8.287506,5.787506,13.787506,11.850006,8.600006,10.350006,11.475006,7.600006,11.162506,9.787506,11.287506,10.225006,8.662506,13.600006,15.537506,12.662506,10.662506,15.350006
January,30,17,15.162506,11.850006,14.725006,12.162506,12.287506,12.377228,9.787506,6.912506,16.475006,12.662506,10.412506,12.537506,11.975006,9.912506,15.912506,11.225006,11.662506,13.787506,11.225006,13.975006,16.287506,13.662506,14.475006,17.412506
January,30,18,16.412506,12.725006,16.350006,13.100006,12.725006,12.197723,11.787506,8.037506,19.162506,13.162506,12.475006,14.287506,12.662506,10.662506,18.600006,12.162506,12.162506,15.600006,13.912506,14.537506,17.350006,15.350006,17.850006,19.537506
January,30,19,17.037506,13.350006,17.537506,13.725006,12.912506,12.0095825,12.787506,9.100006,20.162506,13.662506,14.475006,14.975006,13.037506,11.225006,20.537506,13.225006,12.537506,16.600006,15.412506,15.037506,18.475006,16.600006,19.725006,22.100006
January,30,20,18.037506,13.350006,18.225006,14.037506,13.162506,12.25061,13.287506,9.725006,22.100006,13.850006,15.662506,15.912506,13.225006,11.600006,21.475006,13.787506,13.100006,16.912506,16.037506,15.475006,19.100006,17.225006,20.975006,24.037506
January,30,21,19.600006,14.662506,20.225006,16.037506,15.350006,12.47818,15.787506,11.975006,24.225006,16.037506,17.162506,17.287506,13.725006,12.787506,23.162506,14.975006,13.350006,17.600006,17.412506,15.600006,19.287506,17.912506,22.100006,23.912506
January,30,22,19.100006,14.225006,20.162506,16.162506,14.975006,12.777252,15.162506,12.225006,24.912506,14.787506,16.975006,15.912506,12.662506,12.975006,24.287506,14.225006,13.100006,17.475006,17.162506,15.350006,19.037506,17.287506,21.850006,24.037506
January,30,23,19.287506,14.162506,20.537506,16.162506,14.662506,12.84436,15.162506,12.162506,25.037506,14.475006,16.912506,15.975006,12.412506,13.100006,24.162506,14.100006,12.475006,16.912506,17.600006,15.100006,18.787506,16.912506,21.975006,23.662506
January,31,0,19.162506,14.100006,20.350006,15.787506,14.412506,12.969666,15.100006,11.850006,24.162506,14.037506,16.725006,15.850006,12.225006,13.100006,23.037506,14.037506,12.725006,16.225006,16.975006,14.975006,18.287506,16.600006,21.225006,23.162506
January,31,1,18.475006,13.850006,19.350006,15.475006,14.037506,13.072723,14.287506,11.350006,22.912506,13.912506,15.787506,15.162506,12.100006,12.350006,21.475006,13.725006,12.912506,15.037506,15.912506,14.787506,17.475006,15.912506,20.037506,21.912506
January,31,2,17.287506,13.537506,17.287506,14.725006,13.475006,12.956146,13.600006,10.912506,21.412506,13.850006,14.662506,14.537506,12.162506,11.725006,19.600006,12.787506,12.287506,14.725006,14.100006,14.475006,16.787506,15.100006,17.725006,19.975006
January,31,3,14.725006,12.475006,13.287506,11.475006,11.350006,12.266754,9.787506,7.662506,17.787506,11.412506,12.412506,12.725006,11.600006,10.162506,16.475006,11.662506,11.850006,13.662506,11.975006,14.162506,15.600006,14.162506,15.412506,18.787506
January,31,4,14.225006,12.412506,12.600006,11.350006,11.162506,12.375641,8.912506,6.975006,16.662506,11.287506,11.725006,12.225006,11.225006,9.725006,15.600006,10.787506,11.100006,12.225006,11.475006,13.787506,15.037506,14.287506,13.975006,16.662506
January,31,5,13.912506,12.350006,12.350006,11.225006,11.100006,12.380646,8.787506,6.662506,15.725006,11.412506,11.912506,12.412506,11.225006,8.975006,15.350006,10.912506,11.162506,11.912506,11.537506,13.287506,14.662506,13.975006,13.662506,16.475006
January,31,6,13.537506,11.975006,12.350006,11.287506,11.100006,12.5130005,8.475006,6.600006,15.412506,11.225006,11.600006,12.100006,11.350006,8.475006,14.912506,10.475006,10.912506,11.725006,11.287506,13.225006,14.412506,13.475006,13.600006,15.912506
January,31,7,13.225006,11.912506,12.100006,11.350006,11.225006,12.663361,8.412506,6.225006,15.412506,11.100006,11.100006,11.725006,11.100006,8.037506,14.162506,10.225006,10.412506,12.037506,10.787506,13.225006,14.162506,13.225006,12.912506,14.850006
January,31,8,13.037506,11.850006,11.787506,11.162506,11.100006,12.916565,8.350006,5.850006,15.350006,10.975006,10.850006,11.537506,10.850006,7.600006,13.787506,9.850006,9.912506,11.850006,10.537506,13.037506,14.037506,12.975006,12.475006,14.412506
January,31,9,10.662506,10.662506,9.975006,9.662506,9.537506,12.046967,6.287506,2.975006,13.287506,9.725006,10.037506,11.225006,10.037506,6.787506,12.850006,9.287506,9.475006,11.412506,9.850006,12.787506,13.725006,12.850006,11.600006,14.100006
January,31,10,12.162506,10.412506,10.412506,11.100006,11.475006,11.861481,7.037506,2.850006,13.787506,9.912506,8.600006,10.475006,10.662506,6.662506,12.350006,8.850006,8.912506,10.475006,9.287506,12.662506,13.350006,13.037506,11.100006,12.975006
January,31,11,11.850006,10.412506,10.350006,10.975006,11.412506,11.851135,6.725006,2.600006,13.787506,10.162506,7.975006,10.412506,10.600006,6.225006,11.912506,8.100006,8.475006,10.225006,8.850006,12.037506,12.975006,13.287506,10.350006,12.662506
January,31,12,11.600006,10.475006,10.287506,10.850006,11.287506,11.875092,6.662506,2.475006,13.787506,10.162506,7.662506,10.100006,10.350006,5.912506,11.850006,7.912506,8.412506,9.975006,8.412506,11.600006,12.725006,12.787506,9.975006,12.225006
January,31,13,11.475006,10.475006,10.037506,10.725006,11.475006,11.979645,6.412506,2.412506,13.787506,10.100006,7.600006,9.662506,10.162506,5.912506,11.225006,7.850006,8.037506,9.975006,8.600006,11.225006,12.600006,12.600006,9.787506,12.287506
January,31,14,11.412506,10.412506,9.787506,10.600006,11.412506,11.899872,6.475006,2.350006,13.662506,10.100006,7.537506,9.912506,9.975006,5.787506,11.100006,8.350006,7.912506,10.287506,8.475006,11.662506,12.412506,12.475006,9.850006,12.287506
January,31,15,10.600006,12.287506,10.100006,11.912506,12.412506,12.733765,5.912506,4.162506,12.037506,11.725006,7.662506,10.412506,9.725006,5.600006,10.350006,8.850006,8.100006,10.850006,8.662506,11.287506,12.475006,12.850006,9.725006,11.912506
January,31,16,12.162506,12.537506,11.475006,12.287506,12.412506,12.815643,7.475006,5.350006,15.037506,11.975006,8.787506,11.350006,10.725006,6.662506,11.600006,9.037506,9.100006,11.412506,10.662506,12.162506,13.287506,12.912506,11.537506,13.537506
January,31,17,14.912506,12.850006,15.225006,12.850006,11.912506,12.671722,10.975006,8.350006,19.787506,12.600006,12.225006,13.350006,11.287506,10.162506,15.350006,10.412506,11.912506,13.037506,13.537506,12.975006,14.975006,13.162506,13.975006,16.725006
January,31,18,17.475006,13.162506,16.600006,12.912506,12.162506,12.979523,11.912506,9.912506,21.975006,12.975006,15.037506,15.100006,11.975006,11.912506,17.600006,11.725006,13.600006,14.100006,15.912506,13.850006,16.350006,13.350006,16.225006,19.412506
January,31,19,19.100006,13.537506,17.662506,13.162506,12.225006,13.172638,12.287506,10.662506,23.475006,13.350006,16.475006,16.287506,12.287506,13.037506,19.412506,12.975006,15.100006,15.412506,17.412506,14.787506,17.850006,13.725006,18.100006,21.287506
January,31,20,20.225006,13.162506,17.475006,13.037506,12.475006,13.5972595,12.787506,11.100006,24.475006,13.662506,17.225006,17.412506,12.287506,13.412506,20.287506,13.975006,16.350006,16.037506,18.350006,15.725006,19.037506,13.912506,19.225006,22.350006
January,31,21,21.600006,13.412506,19.537506,13.475006,12.600006,15.459351,15.350006,13.600006,29.412506,15.600006,18.975006,18.475006,13.350006,14.475006,21.287506,15.725006,17.037506,16.912506,19.787506,16.600006,20.037506,13.850006,19.912506,22.975006
January,31,22,21.037506,13.725006,17.787506,12.850006,13.287506,15.617462,14.975006,12.912506,25.850006,15.100006,18.725006,18.100006,13.412506,14.537506,20.662506,15.850006,16.912506,16.537506,20.037506,16.600006,19.975006,12.662506,19.850006,23.162506
January,31,23,21.225006,13.662506,17.662506,12.725006,13.162506,15.597076,15.100006,12.912506,25.662506,14.975006,18.662506,17.787506,13.787506,14.537506,20.412506,15.662506,16.600006,15.287506,19.975006,16.475006,19.850006,12.537506,19.475006,22.787506
February,1,0,20.912506,13.787506,17.412506,12.725006,12.787506,15.252167,15.037506,12.912506,25.350006,14.787506,18.162506,16.475006,13.787506,14.100006,19.725006,15.162506,16.037506,14.287506,19.162506,16.287506,20.100006,12.350006,18.537506,21.912506
February,1,1,19.787506,13.725006,17.412506,13.100006,12.475006,14.815033,14.475006,12.100006,24.350006,14.537506,17.225006,15.475006,12.975006,13.287506,19.100006,14.350006,14.975006,13.912506,17.850006,15.662506,18.975006,11.975006,17.350006,20.850006
February,1,2,18.662506,13.662506,16.662506,12.412506,12.037506,14.09256,13.412506,12.287506,24.725006,13.975006,15.475006,14.412506,12.475006,12.225006,16.725006,13.412506,14.600006,13.725006,16.350006,14.975006,17.787506,11.350006,16.475006,18.662506
February,1,3,15.912506,12.225006,13.600006,9.787506,9.037506,11.746124,9.662506,8.412506,19.787506,10.787506,13.600006,13.912506,11.350006,11.287506,15.475006,12.537506,12.162506,12.287506,14.162506,14.037506,16.475006,10.725006,14.537506,17.975006
February,1,4,15.412506,12.225006,12.225006,9.725006,9.037506,11.843506,9.537506,7.850006,17.537506,10.600006,12.912506,13.600006,10.787506,9.912506,14.662506,11.850006,11.287506,11.850006,13.537506,13.662506,16.162506,10.475006,13.287506,16.662506
February,1,5,15.037506,11.975006,12.162506,9.662506,8.725006,11.536804,9.662506,7.350006,17.850006,10.225006,11.537506,13.537506,10.412506,9.475006,14.225006,11.787506,11.037506,11.600006,12.850006,13.037506,15.975006,10.162506,13.162506,15.537506
February,1,6,14.600006,11.975006,11.975006,9.600006,8.975006,11.121857,9.412506,7.162506,17.412506,9.912506,11.662506,12.662506,10.287506,8.975006,13.350006,11.537506,10.350006,11.537506,12.412506,12.412506,14.975006,10.037506,13.100006,15.412506
February,1,7,14.162506,12.037506,11.850006,9.600006,8.975006,10.97171,9.287506,7.287506,17.225006,9.350006,11.475006,11.725006,10.287506,9.162506,12.600006,11.287506,9.787506,11.412506,12.225006,11.850006,14.412506,9.787506,12.787506,14.475006
February,1,8,13.912506,11.787506,11.725006,9.350006,8.787506,10.748749,9.350006,6.912506,16.850006,8.850006,11.287506,11.350006,10.350006,8.850006,12.287506,10.912506,9.600006,11.287506,12.037506,11.100006,13.662506,9.537506,12.100006,13.725006
February,1,9,11.912506,10.850006,10.725006,7.662506,7.162506,9.180328,6.475006,3.787506,14.600006,7.100006,8.350006,10.912506,10.350006,8.037506,11.662506,10.600006,8.912506,10.412506,11.787506,10.162506,12.912506,9.350006,10.725006,13.037506
February,1,10,12.725006,12.100006,10.537506,8.100006,6.662506,9.795624,7.412506,4.412506,16.162506,7.287506,9.037506,10.787506,9.912506,8.412506,10.975006,9.850006,8.225006,10.975006,10.725006,9.725006,12.725006,9.287506,10.412506,12.912506
February,1,11,12.600006,11.725006,10.287506,8.037506,6.537506,9.672333,7.475006,4.100006,16.412506,7.037506,8.725006,10.100006,9.850006,7.975006,10.225006,9.225006,8.162506,10.662506,10.287506,9.225006,12.350006,8.850006,9.850006,11.975006
February,1,12,12.475006,11.787506,10.225006,7.975006,6.475006,9.554718,7.600006,3.850006,15.787506,6.975006,8.600006,9.725006,9.725006,7.100006,9.975006,8.912506,8.037506,10.975006,9.662506,8.725006,11.662506,8.475006,10.225006,11.225006
February,1,13,12.350006,11.662506,10.100006,7.787506,6.350006,9.587067,7.350006,3.662506,16.037506,7.100006,8.662506,9.600006,9.725006,6.850006,9.912506,8.412506,8.225006,10.600006,9.537506,8.412506,11.600006,8.162506,10.162506,11.225006
February,1,14,12.287506,11.787506,10.350006,7.850006,6.162506,9.541779,7.225006,3.662506,16.412506,6.912506,8.912506,9.600006,9.662506,6.975006,10.037506,8.350006,7.975006,10.600006,9.662506,8.350006,11.475006,8.225006,10.225006,11.037506
February,1,15,11.350006,12.662506,11.850006,8.475006,6.912506,10.034088,8.037506,5.225006,17.600006,8.537506,9.850006,10.475006,9.662506,7.225006,9.912506,9.350006,8.162506,10.850006,9.350006,7.975006,11.037506,8.100006,10.287506,10.787506
February,1,16,12.850006,12.850006,12.662506,11.037506,8.662506,12.153351,9.225006,6.412506,18.100006,9.412506,11.475006,11.162506,10.162506,8.787506,11.225006,10.350006,9.600006,11.537506,11.287506,9.725006,12.412506,8.912506,11.100006,12.850006
February,1,17,16.725006,13.412506,13.787506,11.975006,11.037506,14.205109,11.287506,9.100006,18.225006,11.162506,14.662506,13.725006,11.225006,10.662506,13.537506,11.975006,11.225006,13.037506,14.787506,12.100006,14.975006,10.037506,12.412506,16.912506
February,1,18,18.725006,13.787506,14.600006,12.662506,11.912506,15.657471,12.537506,10.787506,18.725006,12.475006,15.350006,15.412506,11.725006,11.975006,15.975006,13.350006,12.600006,14.162506,16.912506,13.787506,17.662506,10.975006,13.850006,19.225006
February,1,19,20.162506,14.162506,15.475006,12.912506,12.912506,16.700531,13.662506,11.537506,18.725006,13.100006,15.725006,16.662506,12.350006,12.662506,17.662506,14.412506,13.537506,15.475006,18.850006,15.225006,19.350006,12.037506,15.725006,21.787506
February,1,20,21.600006,13.975006,15.787506,13.162506,13.787506,17.56958,14.162506,12.037506,18.350006,13.225006,16.475006,17.412506,12.600006,13.037506,18.662506,15.100006,14.225006,16.100006,19.287506,16.287506,20.600006,12.787506,17.037506,22.412506
February,1,21,23.600006,14.975006,17.600006,14.350006,15.662506,20.968506,17.350006,15.162506,18.287506,15.412506,17.975006,18.725006,13.412506,13.475006,21.037506,15.975006,15.475006,17.287506,20.100006,17.100006,21.787506,13.537506,17.912506,22.850006
February,1,22,23.475006,14.850006,15.975006,14.162506,16.287506,19.941132,17.725006,14.600006,19.162506,15.162506,19.225006,17.412506,13.287506,13.100006,20.037506,15.662506,15.287506,16.912506,18.600006,17.350006,21.662506,13.475006,17.350006,22.850006
February,1,23,23.850006,14.787506,15.600006,14.475006,16.287506,20.122833,17.912506,14.662506,18.787506,14.975006,19.537506,17.100006,13.037506,12.787506,19.975006,15.162506,15.100006,16.975006,18.225006,17.287506,21.225006,13.725006,16.725006,22.850006
February,2,0,22.725006,14.662506,15.225006,14.412506,16.287506,19.975311,17.850006,14.600006,17.850006,14.600006,19.350006,16.225006,12.725006,12.662506,19.912506,14.850006,14.600006,16.100006,18.037506,16.850006,20.600006,13.412506,15.787506,22.537506
February,2,1,21.225006,14.350006,14.787506,14.287506,15.100006,19.07074,16.975006,14.850006,17.162506,14.350006,18.350006,16.100006,12.350006,12.225006,19.162506,14.350006,13.787506,15.475006,17.350006,16.037506,19.600006,12.725006,14.912506,21.350006
February,2,2,19.850006,13.975006,14.725006,14.162506,14.475006,18.34433,15.100006,13.787506,16.412506,13.600006,16.287506,15.912506,12.100006,11.475006,18.475006,13.600006,13.037506,15.037506,16.100006,14.475006,17.850006,11.787506,13.787506,19.725006
February,2,3,16.975006,11.975006,12.287506,13.350006,11.225006,14.659393,10.662506,9.537506,13.850006,11.412506,15.225006,13.725006,10.350006,10.912506,15.100006,12.975006,11.412506,12.975006,14.912506,13.037506,17.162506,10.537506,12.475006,18.350006
February,2,4,16.162506,12.162506,12.225006,13.475006,10.850006,13.982239,10.162506,8.850006,13.662506,10.787506,14.725006,13.225006,10.412506,10.725006,14.412506,12.537506,11.475006,12.475006,14.350006,11.975006,15.475006,9.662506,12.350006,17.037506
February,2,5,15.912506,11.787506,12.037506,13.350006,10.600006,13.959045,10.350006,8.412506,13.537506,10.350006,13.975006,12.787506,10.412506,10.537506,14.037506,11.912506,11.350006,12.225006,14.037506,11.162506,15.162506,9.350006,12.537506,16.537506
February,2,6,15.600006,12.037506,11.912506,13.475006,10.350006,13.604858,9.600006,8.287506,13.162506,10.287506,14.100006,12.162506,10.287506,10.350006,13.975006,11.787506,10.975006,12.037506,13.412506,10.600006,14.975006,9.037506,12.350006,15.912506
February,2,7,15.162506,11.787506,12.225006,13.475006,9.975006,13.205475,9.350006,7.912506,13.412506,10.475006,13.350006,11.975006,10.225006,10.225006,13.412506,11.662506,10.912506,11.725006,13.350006,9.912506,14.787506,8.287506,12.225006,15.412506
February,2,8,14.662506,11.787506,12.225006,13.412506,9.850006,12.931671,9.225006,7.350006,13.350006,10.662506,13.412506,11.600006,10.162506,9.912506,13.037506,11.225006,10.600006,11.287506,13.100006,9.225006,14.162506,7.725006,11.662506,14.600006
February,2,9,12.600006,11.100006,11.287506,12.412506,7.225006,10.391754,6.787506,4.475006,11.225006,9.287506,12.850006,11.100006,9.850006,9.475006,12.912506,10.725006,9.912506,10.412506,12.787506,8.350006,12.975006,6.662506,11.225006,13.787506
February,2,10,13.412506,11.850006,10.662506,12.787506,7.912506,12.2152405,7.912506,4.975006,11.725006,9.537506,11.350006,10.225006,9.350006,9.350006,11.912506,10.225006,8.600006,9.725006,12.912506,7.912506,12.225006,5.975006,10.412506,13.600006
February,2,11,13.350006,11.912506,10.912506,12.850006,7.787506,12.010284,7.787506,4.850006,11.600006,9.662506,10.662506,10.350006,8.725006,9.412506,10.725006,10.100006,8.412506,9.975006,12.350006,7.725006,11.725006,5.475006,10.600006,12.912506
February,2,12,13.225006,12.100006,11.037506,12.850006,7.350006,11.791168,7.725006,4.787506,11.600006,9.412506,10.225006,10.037506,8.787506,9.162506,10.287506,10.100006,8.225006,9.787506,12.225006,7.350006,11.412506,4.912506,10.225006,12.037506
February,2,13,13.037506,12.225006,11.037506,12.912506,7.100006,11.609528,7.662506,4.600006,11.537506,9.037506,10.537506,10.100006,8.600006,9.100006,9.850006,9.912506,7.725006,9.537506,12.162506,6.912506,11.412506,4.662506,9.975006,12.162506
February,2,14,12.912506,12.225006,11.100006,12.912506,6.912506,11.442749,7.600006,4.475006,11.725006,9.350006,10.287506,10.037506,8.475006,8.912506,9.850006,9.912506,7.350006,9.475006,12.412506,6.975006,11.350006,4.600006,10.100006,12.287506
February,2,15,11.912506,13.475006,12.787506,13.787506,6.350006,9.029327,8.225006,5.100006,13.225006,11.037506,10.225006,10.662506,8.537506,8.975006,9.537506,10.537506,7.475006,9.975006,12.975006,6.475006,11.037506,4.725006,10.225006,12.037506
February,2,16,14.162506,13.600006,12.662506,13.600006,8.787506,10.152557,10.787506,7.162506,13.475006,11.225006,11.725006,11.350006,9.475006,9.350006,10.975006,10.850006,9.225006,10.787506,14.100006,8.537506,12.600006,6.350006,11.037506,13.600006
February,2,17,17.225006,13.350006,12.412506,13.412506,11.225006,13.281403,12.037506,10.537506,14.162506,12.600006,14.537506,13.350006,11.287506,10.100006,15.725006,11.975006,10.975006,12.725006,15.287506,11.100006,15.725006,8.600006,11.975006,17.537506
February,2,18,19.037506,13.162506,12.975006,13.475006,14.350006,18.37265,14.287506,12.287506,14.850006,12.787506,15.850006,15.412506,12.662506,11.287506,18.412506,12.537506,12.100006,14.600006,17.412506,12.662506,18.350006,10.912506,13.287506,20.475006
February,2,19,20.100006,13.225006,13.600006,13.600006,15.350006,20.495789,15.600006,13.287506,15.787506,12.850006,17.037506,17.225006,13.600006,11.850006,20.287506,13.850006,13.100006,16.537506,18.725006,13.850006,20.475006,12.600006,14.600006,22.287506
February,2,20,21.787506,13.162506,14.225006,13.662506,15.912506,21.594513,16.162506,13.600006,16.537506,12.975006,17.850006,18.287506,14.662506,12.350006,21.600006,14.162506,13.975006,17.912506,19.537506,14.475006,21.537506,13.662506,15.350006,23.162506
February,2,21,24.725006,13.350006,15.975006,14.850006,18.162506,21.85794,18.725006,16.287506,19.225006,13.225006,19.037506,20.100006,15.600006,13.037506,24.287506,15.162506,15.537506,19.225006,20.287506,14.662506,22.412506,14.350006,16.037506,23.975006
February,2,22,23.475006,13.287506,15.287506,15.100006,18.850006,21.377594,17.975006,15.912506,19.537506,13.162506,18.850006,17.975006,15.475006,13.350006,23.037506,15.787506,15.725006,18.350006,19.787506,14.662506,22.037506,14.287506,16.662506,24.475006
February,2,23,23.350006,13.287506,15.162506,15.100006,18.787506,20.717041,17.912506,15.725006,19.537506,12.725006,18.725006,17.850006,15.600006,13.162506,22.975006,15.537506,15.725006,17.725006,19.537506,14.350006,21.475006,14.475006,16.475006,24.225006
February,3,0,22.037506,13.537506,14.725006,15.350006,18.662506,19.727386,17.600006,15.225006,19.412506,12.412506,18.350006,17.537506,15.412506,12.600006,22.725006,14.475006,15.162506,16.787506,18.662506,13.475006,20.600006,14.100006,15.975006,23.725006
February,3,1,20.287506,13.725006,14.412506,15.287506,17.412506,18.72519,16.912506,14.600006,18.725006,12.537506,17.662506,16.725006,14.662506,11.975006,21.162506,14.225006,14.600006,16.162506,18.037506,12.912506,19.537506,13.412506,15.475006,22.475006
February,3,2,19.287506,13.850006,13.725006,15.287506,16.350006,17.545135,16.225006,13.600006,17.912506,12.662506,16.100006,15.787506,13.600006,11.412506,21.037506,13.725006,13.100006,15.975006,17.475006,12.412506,18.100006,12.475006,14.475006,19.787506
February,3,3,16.912506,11.975006,11.162506,14.662506,11.725006,15.5269165,13.412506,10.100006,13.725006,10.600006,14.287506,14.850006,12.037506,10.600006,16.037506,12.350006,11.100006,13.537506,16.287506,11.100006,17.287506,11.225006,14.162506,19.475006
February,3,4,15.975006,12.100006,10.975006,14.662506,11.162506,15.232574,12.850006,9.412506,13.225006,10.725006,13.600006,14.350006,11.350006,9.787506,15.662506,12.162506,10.287506,13.100006,16.475006,10.225006,15.850006,10.787506,13.600006,18.787506
February,3,5,15.912506,12.100006,10.537506,14.600006,10.787506,14.161957,12.350006,9.287506,12.912506,10.537506,13.225006,13.912506,11.100006,9.725006,14.725006,11.975006,9.787506,12.725006,17.162506,9.975006,15.287506,10.162506,13.600006,16.975006
February,3,6,15.662506,12.162506,9.912506,14.537506,10.350006,13.791779,12.037506,9.037506,12.662506,10.412506,12.662506,13.600006,10.662506,9.600006,13.912506,11.662506,9.475006,12.412506,16.475006,9.537506,14.725006,9.725006,13.537506,16.475006
February,3,7,15.162506,12.225006,9.787506,14.475006,10.100006,12.644684,11.725006,8.912506,12.225006,10.225006,12.225006,13.162506,10.287506,9.350006,13.787506,11.100006,8.850006,12.537506,15.975006,9.225006,14.475006,9.287506,13.225006,15.850006
February,3,8,14.912506,12.350006,9.850006,14.412506,9.225006,12.031372,11.287506,8.975006,11.850006,9.600006,11.662506,12.412506,9.850006,9.537506,13.350006,10.600006,7.475006,12.475006,15.850006,8.975006,14.162506,8.537506,12.975006,15.037506
February,3,9,12.725006,11.287506,8.537506,13.225006,7.287506,10.056274,8.725006,6.350006,9.037506,8.350006,11.225006,12.350006,8.850006,9.475006,12.537506,9.537506,6.600006,11.662506,15.600006,8.600006,13.725006,7.537506,12.850006,14.350006
February,3,10,13.850006,12.225006,8.475006,13.912506,8.225006,11.180145,10.600006,6.225006,9.162506,8.412506,10.412506,11.037506,8.350006,9.162506,12.225006,9.037506,6.350006,10.600006,14.912506,8.600006,12.225006,7.037506,12.850006,13.787506
February,3,11,13.537506,12.287506,8.100006,13.912506,8.037506,10.738983,10.537506,6.100006,9.037506,8.225006,9.412506,10.475006,8.037506,9.350006,11.537506,8.787506,5.537506,10.037506,14.350006,8.287506,11.850006,6.537506,12.912506,13.225006
February,3,12,13.537506,12.350006,7.912506,14.037506,7.912506,11.233704,10.475006,5.975006,9.100006,8.037506,9.350006,10.412506,8.037506,9.537506,11.100006,8.850006,5.537506,9.725006,13.975006,8.162506,11.100006,6.287506,12.787506,12.412506
February,3,13,13.037506,12.350006,7.850006,14.287506,7.850006,11.175568,10.350006,6.037506,9.225006,7.725006,9.475006,10.225006,7.287506,9.787506,10.662506,8.850006,5.350006,9.662506,13.787506,7.975006,10.912506,6.162506,12.600006,12.350006
February,3,14,12.850006,12.287506,7.787506,14.287506,7.912506,11.572296,10.225006,6.225006,9.225006,7.412506,9.537506,10.100006,7.537506,9.912506,10.475006,8.787506,4.975006,9.412506,12.975006,7.600006,11.162506,6.162506,12.600006,11.975006
February,3,15,12.162506,12.662506,9.850006,12.850006,8.162506,11.471436,9.787506,5.975006,9.975006,8.475006,9.662506,10.350006,7.225006,10.537506,9.850006,8.662506,4.975006,9.287506,12.975006,7.162506,11.037506,6.037506,12.912506,11.725006
February,3,16,13.537506,12.787506,11.350006,12.600006,11.162506,14.003418,11.287506,9.287506,11.537506,9.537506,11.725006,11.662506,8.787506,10.787506,11.287506,10.475006,6.475006,11.037506,13.787506,8.537506,12.287506,7.287506,12.787506,13.350006
February,3,17,16.662506,12.725006,12.162506,12.412506,13.475006,16.161652,14.662506,11.662506,14.850006,10.662506,14.475006,13.850006,11.537506,11.100006,15.850006,12.287506,10.162506,13.662506,16.162506,10.600006,14.600006,10.600006,12.850006,17.287506
February,3,18,19.037506,12.600006,13.225006,12.412506,15.225006,17.21585,17.100006,13.225006,16.037506,10.850006,16.537506,16.600006,13.912506,11.912506,19.162506,14.162506,12.100006,15.850006,17.912506,12.162506,17.100006,12.787506,13.100006,19.850006
February,3,19,20.662506,12.475006,14.162506,12.475006,15.912506,17.543854,17.975006,14.162506,16.912506,11.225006,17.475006,18.537506,15.600006,12.100006,21.225006,15.600006,13.350006,17.600006,18.787506,13.287506,18.787506,14.162506,13.600006,21.787506
February,3,20,22.350006,12.475006,14.850006,12.350006,16.225006,17.841492,18.662506,14.412506,17.412506,11.725006,18.350006,19.600006,16.475006,11.787506,23.412506,16.350006,14.287506,18.662506,19.475006,14.100006,19.975006,14.975006,13.975006,22.975006
February,3,21,24.162506,12.662506,17.225006,11.537506,18.287506,18.082916,22.287506,17.537506,20.225006,13.162506,19.662506,21.662506,18.287506,12.037506,23.787506,17.850006,15.662506,20.287506,20.600006,15.100006,20.725006,15.787506,14.537506,23.850006
February,3,22,23.287506,13.475006,16.162506,11.350006,17.475006,18.382385,23.287506,16.787506,19.100006,13.162506,19.537506,20.850006,18.787506,12.287506,22.975006,16.787506,16.100006,19.725006,19.975006,15.225006,19.787506,16.037506,14.662506,23.725006
February,3,23,23.787506,13.787506,15.850006,11.287506,17.100006,18.162506,22.912506,16.725006,19.100006,13.350006,19.412506,20.537506,18.850006,12.225006,22.850006,16.537506,16.037506,19.537506,19.850006,14.600006,19.350006,16.100006,14.975006,23.475006
February,4,0,23.162506,13.787506,15.537506,11.412506,16.475006,17.868378,22.662506,16.600006,18.912506,13.287506,19.287506,19.350006,18.350006,12.100006,22.100006,16.100006,15.537506,19.037506,19.287506,14.287506,18.912506,16.037506,14.725006,22.787506
February,4,1,20.662506,13.975006,14.975006,11.850006,15.537506,17.44455,21.100006,16.037506,18.287506,12.912506,18.100006,17.975006,17.287506,11.350006,21.412506,15.350006,14.787506,18.725006,17.850006,13.662506,18.287506,15.037506,14.850006,22.037506
